country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-10-2025 22:00:00",26.509954,80.249612,PM2.5,42,130,75
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-10-2025 22:00:00",26.509954,80.249612,PM10,59,141,92
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","10-10-2025 22:00:00",28.725645,77.749675,OZONE,44,152,117
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","10-10-2025 22:00:00",25.4547,78.6039,PM2.5,48,327,153
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","10-10-2025 22:00:00",28.557054,77.453663,CO,37,103,71
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","10-10-2025 22:00:00",28.557054,77.453663,OZONE,11,233,134
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","10-10-2025 22:00:00",29.063510,77.709723,CO,16,32,22
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","10-10-2025 22:00:00",29.063510,77.709723,OZONE,29,75,54
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","10-10-2025 22:00:00",28.840739,78.697531,CO,12,44,32
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","10-10-2025 22:00:00",26.868120,81.005119,OZONE,34,44,42
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","10-10-2025 22:00:00",28.725645,77.749675,NO2,19,53,35
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","10-10-2025 22:00:00",27.5714090,77.6557570,PM10,69,160,107
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","10-10-2025 22:00:00",27.5714090,77.6557570,SO2,8,16,12
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","10-10-2025 22:00:00",27.5714090,77.6557570,OZONE,15,16,15
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","10-10-2025 22:00:00",29.2124114,78.9611753,NH3,2,15,6
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","10-10-2025 22:00:00",29.2124114,78.9611753,CO,16,24,21
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-10-2025 22:00:00",25.494,81.863,PM2.5,44,105,67
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-10-2025 22:00:00",25.494,81.863,NO2,12,12,12
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-10-2025 22:00:00",25.494,81.863,OZONE,12,27,21
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","10-10-2025 22:00:00","25.44919916 ","81.82735986 ",CO,18,38,26
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","10-10-2025 22:00:00","25.44919916 ","81.82735986 ",OZONE,11,22,12
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","10-10-2025 22:00:00",25.301778,82.996789,NO2,8,8,8
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-10-2025 22:00:00",25.262326,82.995408,OZONE,8,14,10
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","10-10-2025 22:00:00",25.32393,82.99687,PM10,59,113,81
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.802625,78.753728,NH3,5,6,5
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","10-10-2025 22:00:00",29.4723508,77.7194031,PM2.5,38,110,70
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","10-10-2025 22:00:00",28.88528,78.73880,PM10,77,154,113
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-10-2025 22:00:00",23.685297,86.945968,PM10,50,112,79
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","10-10-2025 22:00:00",23.6979360,86.9443950,NO2,3,21,8
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","10-10-2025 22:00:00",28.5898,77.3101,PM2.5,88,234,140
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","10-10-2025 22:00:00",25.425602,81.917152,NO2,6,6,6
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","10-10-2025 22:00:00",22.5687319,88.2797276,SO2,5,8,6
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","10-10-2025 22:00:00",22.58157048,88.41002457,PM2.5,23,74,54
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","10-10-2025 22:00:00",22.58157048,88.41002457,NO2,7,18,13
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","10-10-2025 22:00:00",22.58157048,88.41002457,CO,20,72,27
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","10-10-2025 22:00:00",22.556640,88.342674,PM2.5,41,68,54
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","10-10-2025 22:00:00",22.556640,88.342674,PM10,52,87,69
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","10-10-2025 22:00:00",23.567923,87.306843,CO,23,76,40
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","10-10-2025 22:00:00",23.5087640,87.3544400,NH3,3,5,3
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","10-10-2025 22:00:00",22.06047,88.109737,CO,23,37,28
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","10-10-2025 22:00:00",22.629801,88.352017,NH3,9,10,10
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-10-2025 22:00:00",22.554954,88.292568,OZONE,21,41,28
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","10-10-2025 22:00:00",22.6025571,88.3105664,CO,46,110,71
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","10-10-2025 22:00:00",22.611968,88.347422,PM10,55,103,85
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","10-10-2025 22:00:00",22.611968,88.347422,NH3,8,10,10
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","10-10-2025 22:00:00",22.51106,88.35142,PM2.5,34,65,50
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","10-10-2025 22:00:00",22.51106,88.35142,NH3,7,13,9
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","10-10-2025 22:00:00",22.51106,88.35142,OZONE,3,5,3
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","10-10-2025 22:00:00",22.5448082,88.3403691,SO2,1,17,6
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","10-10-2025 22:00:00",22.7605581,88.3617589,CO,18,40,24
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","10-10-2025 22:00:00",22.7605581,88.3617589,OZONE,4,41,21
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","10-10-2025 22:00:00",23.567923,87.306843,PM2.5,18,55,36
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","10-10-2025 22:00:00",22.556640,88.342674,CO,22,48,33
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","10-10-2025 22:00:00",22.49929,88.36917,CO,18,44,24
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-10-2025 22:00:00",22.627847,88.380669,NH3,7,8,8
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","10-10-2025 22:00:00",26.6879226,88.4152495,PM2.5,39,71,51
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-10-2025 22:00:00",22.554954,88.292568,SO2,15,16,15
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","10-10-2025 22:00:00",26.6879226,88.4152495,OZONE,48,59,52
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","10-10-2025 22:00:00",26.181742,91.78063,PM10,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","10-10-2025 22:00:00",26.181742,91.78063,SO2,28,30,29
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","10-10-2025 22:00:00",26.349082,92.68449,NO2,1,1,1
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","10-10-2025 22:00:00",26.349082,92.68449,SO2,10,13,12
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-10-2025 22:00:00",26.446912,91.439057,NO2,1,10,6
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-10-2025 22:00:00",26.446912,91.439057,SO2,15,21,20
India,Assam,Silchar,"Tarapur, Silchar - PCBA","10-10-2025 22:00:00",24.82827,92.79525,OZONE,1,12,6
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","10-10-2025 22:00:00",14.675886,77.593027,NO2,14,25,21
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","10-10-2025 22:00:00",14.675886,77.593027,OZONE,9,16,14
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","10-10-2025 22:00:00",13.204880,79.097889,SO2,6,26,13
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","10-10-2025 22:00:00",14.465052,78.824187,PM2.5,50,52,50
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-10-2025 22:00:00",16.536107,80.594233,PM2.5,64,81,74
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-10-2025 22:00:00",16.536107,80.594233,NO2,16,19,17
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-10-2025 22:00:00",16.536107,80.594233,NH3,3,5,4
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-10-2025 22:00:00",16.536107,80.594233,SO2,5,16,9
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","10-10-2025 22:00:00",16.509717,80.612222,SO2,7,22,14
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","10-10-2025 22:00:00",26.10887,91.589544,PM2.5,17,500,59
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","10-10-2025 22:00:00",26.10887,91.589544,PM10,20,500,61
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","10-10-2025 22:00:00",26.187500,91.744194,PM10,19,57,38
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","10-10-2025 22:00:00",26.187500,91.744194,SO2,42,66,52
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","10-10-2025 22:00:00",26.187500,91.744194,OZONE,18,18,18
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","10-10-2025 22:00:00",27.103358,93.679645,NO2,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","10-10-2025 22:00:00",27.103358,93.679645,CO,3,10,10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","10-10-2025 22:00:00",26.071318,91.87488,PM10,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","10-10-2025 22:00:00",26.071318,91.87488,CO,55,68,62
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","10-10-2025 22:00:00",26.987634,94.636574,PM10,20,34,25
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","10-10-2025 22:00:00",26.987634,94.636574,OZONE,2,7,4
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","10-10-2025 22:00:00",25.5626095,84.663264,NO2,5,9,7
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","10-10-2025 22:00:00",11.654054,92.734055,OZONE,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-10-2025 22:00:00",16.5150833,80.5181667,PM2.5,35,82,54
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-10-2025 22:00:00",16.554731,80.649110,CO,12,28,17
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-10-2025 22:00:00",17.72,83.3,PM2.5,72,277,129
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-10-2025 22:00:00",16.9872867,81.7363176,SO2,4,13,7
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","10-10-2025 22:00:00",13.67,79.35,OZONE,8,23,18
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","10-10-2025 22:00:00",25.5626095,84.663264,CO,37,68,53
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","10-10-2025 22:00:00",27.308328,84.531742,CO,9,37,28
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","10-10-2025 22:00:00",26.63086,84.90051,SO2,2,3,2
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","10-10-2025 22:00:00",26.63086,84.90051,CO,34,46,42
India,Bihar,Munger,"Town Hall, Munger - BSPCB","10-10-2025 22:00:00",25.376776,86.471523,PM2.5,18,58,37
India,Bihar,Munger,"Town Hall, Munger - BSPCB","10-10-2025 22:00:00",25.376776,86.471523,SO2,17,21,18
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.11442,85.39813,NH3,NA,NA,NA
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","10-10-2025 22:00:00",25.42742023,86.13886079,CO,39,72,61
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","10-10-2025 22:00:00",25.42742023,86.13886079,OZONE,5,51,25
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.251013,86.989001,PM2.5,22,65,43
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.251013,86.989001,NO2,13,19,17
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.265194,87.012947,NO2,9,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","10-10-2025 22:00:00",25.567520,83.966379,NO2,5,10,9
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.1209,85.3647,OZONE,16,88,49
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","10-10-2025 22:00:00",25.586562,85.043586,PM10,103,129,111
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","10-10-2025 22:00:00",25.560083,87.553265,CO,49,100,64
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","10-10-2025 22:00:00",26.0881305,87.93840336,SO2,7,8,8
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","10-10-2025 22:00:00",24.792403,84.992416,OZONE,1,17,7
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","10-10-2025 22:00:00",25.697189,85.245900,CO,41,50,45
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","10-10-2025 22:00:00",24.75746,84.366208,NO2,7,8,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","10-10-2025 22:00:00",24.75746,84.366208,OZONE,3,25,16
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","10-10-2025 22:00:00",24.792403,84.992416,SO2,15,16,16
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","10-10-2025 22:00:00",24.792403,84.992416,CO,38,40,39
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","10-10-2025 22:00:00",25.560083,87.553265,NO2,9,17,14
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","10-10-2025 22:00:00",25.599486,85.113666,NO2,28,33,30
India,Bihar,Patna,"Samanpura, Patna - BSPCB","10-10-2025 22:00:00",25.596727,85.085624,PM2.5,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB","10-10-2025 22:00:00",25.596727,85.085624,CO,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB","10-10-2025 22:00:00",25.596727,85.085624,OZONE,NA,NA,NA
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","10-10-2025 22:00:00",25.366336,87.117468,NH3,3,3,3
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","10-10-2025 22:00:00",25.366336,87.117468,CO,1,54,27
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","10-10-2025 22:00:00",25.03280,85.41948,PM2.5,57,69,62
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","10-10-2025 22:00:00",21.194815,81.314770,SO2,6,16,9
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","10-10-2025 22:00:00",21.224231,81.408350,OZONE,10,25,19
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","10-10-2025 22:00:00",22.08815,82.13737,PM10,38,107,68
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","10-10-2025 22:00:00",22.08815,82.13737,NO2,15,28,19
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","10-10-2025 22:00:00",22.08815,82.13737,SO2,11,19,16
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","10-10-2025 22:00:00",22.08815,82.13737,CO,18,42,36
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","10-10-2025 22:00:00",30.735567,76.775714,PM2.5,23,130,47
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","10-10-2025 22:00:00",30.735567,76.775714,PM10,30,128,56
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","10-10-2025 22:00:00",30.735567,76.775714,NO2,16,101,31
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","10-10-2025 22:00:00",30.751462,76.762879,OZONE,3,53,18
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","10-10-2025 22:00:00",30.719859,76.738637,SO2,NA,NA,NA
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","10-10-2025 22:00:00",25.586562,85.043586,NH3,4,6,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","10-10-2025 22:00:00",25.586562,85.043586,SO2,9,14,11
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","10-10-2025 22:00:00",25.592539,85.227158,PM2.5,30,71,45
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","10-10-2025 22:00:00",25.592539,85.227158,PM10,31,47,38
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","10-10-2025 22:00:00",30.719859,76.738637,CO,32,94,60
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","10-10-2025 22:00:00",21.194815,81.314770,PM2.5,15,59,33
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","10-10-2025 22:00:00",22.118125,83.140608,PM10,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","10-10-2025 22:00:00",22.118125,83.140608,NO2,NA,NA,NA
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","10-10-2025 22:00:00",25.610369,85.132568,CO,34,63,48
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","10-10-2025 22:00:00",25.859655,85.77944,NO2,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","10-10-2025 22:00:00",24.952822,84.002396,PM10,61,179,130
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","10-10-2025 22:00:00",28.5627763,77.1180053,NO2,50,169,89
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","10-10-2025 22:00:00",28.6811736,77.3025234,CO,30,64,54
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","10-10-2025 22:00:00",28.6811736,77.3025234,OZONE,17,20,19
India,Delhi,Delhi,"ITO, Delhi - CPCB","10-10-2025 22:00:00",28.628624,77.241060,PM2.5,22,207,119
India,Delhi,Delhi,"ITO, Delhi - CPCB","10-10-2025 22:00:00",28.628624,77.241060,PM10,25,149,119
India,Delhi,Delhi,"ITO, Delhi - CPCB","10-10-2025 22:00:00",28.628624,77.241060,CO,24,112,88
India,Delhi,Delhi,"Bawana, Delhi - DPCC","10-10-2025 22:00:00",28.776200,77.051074,OZONE,6,122,76
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","10-10-2025 22:00:00",28.7256504,77.2011573,OZONE,13,175,89
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","10-10-2025 22:00:00",28.5512005,77.2735737,OZONE,22,197,105
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","10-10-2025 22:00:00",28.498571,77.264840,PM2.5,77,207,113
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","10-10-2025 22:00:00",21.237755,81.705301,PM10,36,81,64
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","10-10-2025 22:00:00",21.237755,81.705301,SO2,5,8,7
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","10-10-2025 22:00:00",22.06631475,83.33820077,SO2,5,15,6
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","10-10-2025 22:00:00",22.348441,82.549611,NH3,1,2,2
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","10-10-2025 22:00:00",22.348441,82.549611,SO2,1,11,8
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","10-10-2025 22:00:00",22.126650,83.483212,PM10,NA,NA,NA
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","10-10-2025 22:00:00",22.126650,83.483212,SO2,NA,NA,NA
India,Delhi,Delhi,"Alipur, Delhi - DPCC","10-10-2025 22:00:00",28.815329,77.153010,OZONE,3,63,42
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","10-10-2025 22:00:00",28.647622,77.3158090,CO,48,100,62
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","10-10-2025 22:00:00",28.647622,77.3158090,OZONE,10,77,46
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","10-10-2025 22:00:00",28.4706914,77.1099364,PM2.5,63,136,95
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","10-10-2025 22:00:00",28.4706914,77.1099364,NO2,15,30,19
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","10-10-2025 22:00:00",28.4706914,77.1099364,OZONE,17,153,98
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","10-10-2025 22:00:00",21.258815,81.578979,NH3,4,5,5
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","10-10-2025 22:00:00",21.258815,81.578979,SO2,11,19,13
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","10-10-2025 22:00:00",22.368195,82.746431,PM2.5,11,11,11
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","10-10-2025 22:00:00",22.368195,82.746431,PM10,13,13,13
India,Delhi,Delhi,"Alipur, Delhi - DPCC","10-10-2025 22:00:00",28.815329,77.153010,NH3,2,3,3
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","10-10-2025 22:00:00",28.580280,77.233829,PM2.5,85,193,114
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","10-10-2025 22:00:00",28.580280,77.233829,CO,26,104,54
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","10-10-2025 22:00:00",28.588333,77.221667,PM10,NA,NA,NA
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","10-10-2025 22:00:00",28.611281,77.237738,CO,36,100,58
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","10-10-2025 22:00:00",28.611281,77.237738,OZONE,4,172,97
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","10-10-2025 22:00:00",28.636429,77.201067,PM2.5,67,133,93
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","10-10-2025 22:00:00",28.530785,77.271255,PM10,144,283,180
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","10-10-2025 22:00:00",28.530785,77.271255,SO2,12,17,14
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","10-10-2025 22:00:00",28.674045,77.131023,PM10,139,245,177
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","10-10-2025 22:00:00",28.674045,77.131023,SO2,13,14,14
India,Delhi,Delhi,"Pusa, Delhi - IMD","10-10-2025 22:00:00",28.636110,77.173332,NO2,16,91,33
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","10-10-2025 22:00:00",28.563262,77.186937,PM10,122,292,168
India,Delhi,Delhi,"Rohini, Delhi - DPCC","10-10-2025 22:00:00",28.732528,77.119920,PM10,127,371,183
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","10-10-2025 22:00:00",28.6514781,77.1473105,PM2.5,35,55,40
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","10-10-2025 22:00:00",28.6514781,77.1473105,NO2,26,72,44
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","10-10-2025 22:00:00",28.531346,77.190156,OZONE,4,118,65
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","10-10-2025 22:00:00",28.672342,77.315260,CO,39,89,56
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","10-10-2025 22:00:00",28.672342,77.315260,OZONE,4,42,14
India,Delhi,Delhi,"Mundka, Delhi - DPCC","10-10-2025 22:00:00",28.684678,77.076574,NO2,NA,NA,NA
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","10-10-2025 22:00:00",28.60909,77.0325413,SO2,4,21,16
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","10-10-2025 22:00:00",28.530785,77.271255,PM2.5,65,203,94
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","10-10-2025 22:00:00",28.710508,77.249485,PM10,107,168,142
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","10-10-2025 22:00:00",28.699793,77.165453,NH3,7,9,8
India,Delhi,Delhi,"Narela, Delhi - DPCC","10-10-2025 22:00:00",28.822836,77.101981,NO2,13,53,25
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","10-10-2025 22:00:00",22.410802,73.097923,SO2,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","10-10-2025 22:00:00",20.362421,72.918013,NH3,10,10,10
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","10-10-2025 22:00:00",20.362421,72.918013,SO2,42,45,43
