country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","10-10-2025 22:00:00",12.952707,79.30394,OZONE,1,2,1
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","10-10-2025 22:00:00",10.7654824,79.1389968,NO2,3,3,3
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","10-10-2025 22:00:00",17.540891,78.358528,PM10,96,136,119
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","10-10-2025 22:00:00",17.540891,78.358528,NH3,3,5,4
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","10-10-2025 22:00:00",17.460103,78.334361,PM10,NA,NA,NA
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","10-10-2025 22:00:00",11.258242,77.552761,NO2,6,9,7
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","10-10-2025 22:00:00",11.258242,77.552761,OZONE,33,43,40
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","10-10-2025 22:00:00",9.36399,78.831977,PM2.5,21,57,34
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","10-10-2025 22:00:00",9.36399,78.831977,PM10,16,71,36
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","10-10-2025 22:00:00",17.460103,78.334361,OZONE,7,24,18
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","10-10-2025 22:00:00",17.470431,78.566959,SO2,6,18,11
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","10-10-2025 22:00:00",17.417094,78.457437,SO2,21,32,25
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","10-10-2025 22:00:00",17.349694,78.451437,NH3,NA,NA,NA
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","10-10-2025 22:00:00",23.8175497,91.2726974,PM10,18,40,31
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","10-10-2025 22:00:00",23.8175497,91.2726974,CO,1,4,2
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","10-10-2025 22:00:00",28.359581,79.414455,PM10,16,43,27
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","10-10-2025 22:00:00",28.359581,79.414455,NO2,2,3,2
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","10-10-2025 22:00:00",28.38910936,79.42963708,NH3,1,1,1
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","10-10-2025 22:00:00",28.38910936,79.42963708,SO2,39,41,40
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","10-10-2025 22:00:00",27.19865833,78.00598056,PM2.5,15,88,38
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","10-10-2025 22:00:00",27.19412,77.96237,NO2,27,30,28
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","10-10-2025 22:00:00",17.528544,78.286195,NO2,9,14,11
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","10-10-2025 22:00:00",17.4559458,78.4332152,CO,4,18,8
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","10-10-2025 22:00:00",27.168897,78.376960,PM2.5,19,44,29
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","10-10-2025 22:00:00",27.168897,78.376960,SO2,15,31,21
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","10-10-2025 22:00:00",28.964949,77.278761,CO,28,80,54
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","10-10-2025 22:00:00",27.19412,77.96237,SO2,10,11,10
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","10-10-2025 22:00:00",17.37206,78.50864,SO2,5,16,13
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","10-10-2025 22:00:00",27.23711,78.01936,PM10,63,104,81
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-10-2025 22:00:00",26.509954,80.249612,SO2,12,18,15
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-10-2025 22:00:00",26.509954,80.249612,CO,24,58,38
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-10-2025 22:00:00",26.509954,80.249612,OZONE,23,27,24
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","10-10-2025 22:00:00",26.4703136,80.3229863,NO2,36,56,45
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","10-10-2025 22:00:00",26.4703136,80.3229863,OZONE,6,62,27
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","10-10-2025 22:00:00",28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","10-10-2025 22:00:00",28.2348927,77.8683002,SO2,14,15,15
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","10-10-2025 22:00:00",26.766433,80.927299,CO,46,51,49
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","10-10-2025 22:00:00",26.868120,81.005119,PM2.5,59,319,140
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","10-10-2025 22:00:00",26.868120,81.005119,PM10,48,151,86
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","10-10-2025 22:00:00",26.868120,81.005119,NO2,8,10,9
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","10-10-2025 22:00:00",26.868120,81.005119,CO,35,40,39
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.757294,77.278792,OZONE,28,104,74
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.6603346,77.3572563,NH3,9,10,10
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","10-10-2025 22:00:00",26.730136,83.433859,OZONE,11,302,42
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","10-10-2025 22:00:00",28.47272,77.482000,PM10,157,500,234
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","10-10-2025 22:00:00",28.47272,77.482000,NH3,7,10,8
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","10-10-2025 22:00:00",26.8458805,80.9365541,CO,4,135,79
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","10-10-2025 22:00:00",26.83399722,80.8917361,PM2.5,60,187,93
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","10-10-2025 22:00:00",26.83399722,80.8917361,NO2,54,59,56
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","10-10-2025 22:00:00",26.83399722,80.8917361,OZONE,9,52,34
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","10-10-2025 22:00:00",28.999264,77.7590354,PM2.5,51,177,83
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","10-10-2025 22:00:00",28.999264,77.7590354,NO2,31,65,39
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","10-10-2025 22:00:00",28.999264,77.7590354,OZONE,34,118,60
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","10-10-2025 22:00:00",28.9535882,77.7622941,NO2,10,52,27
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","10-10-2025 22:00:00",29.063510,77.709723,PM2.5,50,152,90
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","10-10-2025 22:00:00",29.063510,77.709723,PM10,104,158,135
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","10-10-2025 22:00:00",25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","10-10-2025 22:00:00",25.4547,78.6039,CO,8,69,28
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","10-10-2025 22:00:00",26.428282,80.327067,PM2.5,8,500,96
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","10-10-2025 22:00:00",26.428282,80.327067,PM10,14,161,108
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","10-10-2025 22:00:00",26.428282,80.327067,CO,28,34,30
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","10-10-2025 22:00:00",27.1594,78.3953,PM10,NA,NA,NA
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.646233,77.358075,PM2.5,76,258,110
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","10-10-2025 22:00:00",26.90723,80.98579,PM2.5,34,73,58
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","10-10-2025 22:00:00",26.90723,80.98579,SO2,23,25,24
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","10-10-2025 22:00:00",26.90723,80.98579,CO,10,18,15
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","10-10-2025 22:00:00",26.906111,80.948222,SO2,6,21,14
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","10-10-2025 22:00:00",28.757294,77.278792,PM2.5,87,319,183
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","10-10-2025 22:00:00",28.88528,78.73880,OZONE,13,27,19
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","10-10-2025 22:00:00",28.856664,78.772638,PM2.5,40,109,67
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.849399,78.742362,SO2,18,61,37
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.849399,78.742362,OZONE,22,32,28
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.802625,78.753728,PM10,88,141,113
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.802625,78.753728,NO2,27,30,29
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.802625,78.753728,SO2,28,30,30
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.802625,78.753728,CO,17,29,23
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-10-2025 22:00:00",28.802625,78.753728,OZONE,26,93,40
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","10-10-2025 22:00:00",29.4723508,77.7194031,NO2,16,39,27
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","10-10-2025 22:00:00",29.4723508,77.7194031,NH3,5,7,5
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","10-10-2025 22:00:00",28.6245479,77.3577104,CO,6,15,9
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","10-10-2025 22:00:00",28.5898,77.3101,PM10,169,262,195
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","10-10-2025 22:00:00",28.5898,77.3101,NO2,23,125,78
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","10-10-2025 22:00:00",28.5898,77.3101,SO2,7,11,9
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","10-10-2025 22:00:00",28.5898,77.3101,CO,20,88,52
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","10-10-2025 22:00:00",28.5898,77.3101,OZONE,11,229,109
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","10-10-2025 22:00:00",28.83526,78.74460,NH3,5,5,5
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","10-10-2025 22:00:00",28.83526,78.74460,CO,34,50,39
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","10-10-2025 22:00:00",28.840739,78.697531,SO2,6,24,12
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","10-10-2025 22:00:00",28.5447608,77.3231257,OZONE,15,196,119
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","10-10-2025 22:00:00",28.83526,78.74460,PM2.5,30,85,53
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","10-10-2025 22:00:00",28.88528,78.73880,NH3,4,4,4
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","10-10-2025 22:00:00",28.569230,77.393848,PM10,143,277,181
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","10-10-2025 22:00:00",25.425602,81.917152,PM2.5,10,87,46
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","10-10-2025 22:00:00",23.5087640,87.3544400,PM10,42,118,74
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","10-10-2025 22:00:00",23.5087640,87.3544400,NO2,7,23,12
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)","10-10-2025 22:00:00",23.549395,87.300496,CO,16,102,25
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","10-10-2025 22:00:00",22.06047,88.109737,NO2,8,30,13
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","10-10-2025 22:00:00",22.06047,88.109737,SO2,12,16,13
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","10-10-2025 22:00:00",22.629801,88.352017,SO2,7,9,8
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","10-10-2025 22:00:00",25.3505986,82.9083074,SO2,18,18,18
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","10-10-2025 22:00:00",25.301778,82.996789,PM2.5,69,127,87
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-10-2025 22:00:00",25.262326,82.995408,PM10,90,135,112
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-10-2025 22:00:00",25.262326,82.995408,NH3,1,2,1
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-10-2025 22:00:00",25.262326,82.995408,SO2,23,25,24
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-10-2025 22:00:00",25.262326,82.995408,CO,6,20,11
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","10-10-2025 22:00:00",25.32393,82.99687,SO2,29,32,30
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","10-10-2025 22:00:00",27.5714090,77.6557570,CO,17,51,29
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","10-10-2025 22:00:00",30.269444,78.044167,PM2.5,9,69,31
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","10-10-2025 22:00:00",30.269444,78.044167,CO,10,24,17
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","10-10-2025 22:00:00",30.269444,78.044167,OZONE,14,31,26
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","10-10-2025 22:00:00",29.2124114,78.9611753,OZONE,1,10,1
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-10-2025 22:00:00",23.685297,86.945968,NH3,2,9,5
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-10-2025 22:00:00",23.685297,86.945968,CO,7,54,37
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","10-10-2025 22:00:00",23.6979360,86.9443950,CO,8,34,11
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-10-2025 22:00:00",25.494,81.863,PM10,64,220,104
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-10-2025 22:00:00",25.494,81.863,SO2,37,52,39
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-10-2025 22:00:00",25.494,81.863,CO,8,20,13
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","10-10-2025 22:00:00",23.616515,87.119133,PM10,59,131,91
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","10-10-2025 22:00:00",23.616515,87.119133,NO2,11,52,22
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","10-10-2025 22:00:00",23.567923,87.306843,SO2,9,11,10
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","10-10-2025 22:00:00",30.075911,78.2859547,CO,NA,NA,NA
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","10-10-2025 22:00:00",25.425602,81.917152,CO,19,28,22
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-10-2025 22:00:00",22.554954,88.292568,PM10,41,86,64
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","10-10-2025 22:00:00",22.6025571,88.3105664,PM2.5,29,132,78
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","10-10-2025 22:00:00",22.611968,88.347422,PM2.5,45,90,72
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","10-10-2025 22:00:00",22.611968,88.347422,CO,40,52,42
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","10-10-2025 22:00:00",22.611968,88.347422,OZONE,4,72,18
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","10-10-2025 22:00:00",22.5687319,88.2797276,NH3,3,11,7
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","10-10-2025 22:00:00",22.5367507,88.3638022,PM10,45,99,75
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","10-10-2025 22:00:00",22.58157048,88.41002457,NH3,4,8,5
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","10-10-2025 22:00:00",22.556640,88.342674,NO2,8,24,18
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","10-10-2025 22:00:00",22.556640,88.342674,SO2,8,9,9
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","10-10-2025 22:00:00",22.556640,88.342674,OZONE,30,51,41
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","10-10-2025 22:00:00",22.49929,88.36917,NO2,19,38,28
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","10-10-2025 22:00:00",22.49929,88.36917,NH3,6,12,9
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","10-10-2025 22:00:00",22.49929,88.36917,OZONE,12,60,31
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-10-2025 22:00:00",22.627847,88.380669,PM10,90,196,150
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-10-2025 22:00:00",22.627847,88.380669,SO2,5,9,7
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-10-2025 22:00:00",22.627847,88.380669,CO,23,40,26
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","10-10-2025 22:00:00",27.103358,93.679645,OZONE,4,5,5
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","10-10-2025 22:00:00",26.071318,91.87488,PM2.5,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","10-10-2025 22:00:00",26.071318,91.87488,NH3,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","10-10-2025 22:00:00",26.071318,91.87488,OZONE,37,39,38
India,Assam,Guwahati,"IITG, Guwahati - PCBA","10-10-2025 22:00:00",26.2028636,91.70046436,PM2.5,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","10-10-2025 22:00:00",26.2028636,91.70046436,PM10,29,121,81
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","10-10-2025 22:00:00",26.349082,92.68449,CO,28,50,36
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","10-10-2025 22:00:00",26.349082,92.68449,OZONE,9,9,9
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-10-2025 22:00:00",26.446912,91.439057,CO,6,28,25
India,Assam,Silchar,"Tarapur, Silchar - PCBA","10-10-2025 22:00:00",24.82827,92.79525,SO2,4,4,4
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","10-10-2025 22:00:00",14.465052,78.824187,OZONE,36,46,42
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-10-2025 22:00:00",16.9872867,81.7363176,PM2.5,20,59,41
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","10-10-2025 22:00:00",13.67,79.35,PM2.5,27,140,78
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","10-10-2025 22:00:00",14.675886,77.593027,PM10,51,75,59
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","10-10-2025 22:00:00",13.204880,79.097889,CO,28,57,47
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","10-10-2025 22:00:00",13.204880,79.097889,OZONE,42,114,114
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","10-10-2025 22:00:00",26.146529,87.454184,SO2,11,19,16
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","10-10-2025 22:00:00",26.146529,87.454184,OZONE,9,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","10-10-2025 22:00:00",25.5626095,84.663264,NH3,1,1,1
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","10-10-2025 22:00:00",25.5626095,84.663264,OZONE,4,16,9
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","10-10-2025 22:00:00",24.75746,84.366208,PM2.5,5,20,12
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-10-2025 22:00:00",16.536107,80.594233,CO,14,39,29
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-10-2025 22:00:00",16.554731,80.649110,PM10,35,95,44
India,Assam,Guwahati,"IITG, Guwahati - PCBA","10-10-2025 22:00:00",26.2028636,91.70046436,CO,5,17,12
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","10-10-2025 22:00:00",26.187500,91.744194,CO,16,52,26
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-10-2025 22:00:00",17.72,83.3,NH3,2,4,3
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-10-2025 22:00:00",17.72,83.3,SO2,6,14,9
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-10-2025 22:00:00",16.5150833,80.5181667,CO,6,41,22
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.251013,86.989001,PM10,29,64,45
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.251013,86.989001,SO2,35,52,41
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.251013,86.989001,CO,12,16,13
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.251013,86.989001,OZONE,6,26,21
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.265194,87.012947,NH3,6,10,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","10-10-2025 22:00:00",25.265194,87.012947,OZONE,28,46,37
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","10-10-2025 22:00:00",25.204762,85.514960,NH3,2,3,2
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","10-10-2025 22:00:00",25.204762,85.514960,SO2,10,10,10
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","10-10-2025 22:00:00",25.204762,85.514960,OZONE,14,49,28
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","10-10-2025 22:00:00",25.567520,83.966379,SO2,1,5,3
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","10-10-2025 22:00:00",25.567520,83.966379,CO,20,28,23
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","10-10-2025 22:00:00",25.567520,83.966379,OZONE,1,129,26
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","10-10-2025 22:00:00",27.308328,84.531742,OZONE,8,24,13
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","10-10-2025 22:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","10-10-2025 22:00:00",26.63086,84.90051,OZONE,2,3,2
India,Bihar,Munger,"Town Hall, Munger - BSPCB","10-10-2025 22:00:00",25.376776,86.471523,NO2,4,5,5
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.11442,85.39813,PM2.5,NA,NA,NA
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","10-10-2025 22:00:00",26.11442,85.39813,NO2,NA,NA,NA
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","10-10-2025 22:00:00",25.697189,85.245900,NO2,7,15,10
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","10-10-2025 22:00:00",25.697189,85.245900,NH3,5,11,8
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","10-10-2025 22:00:00",25.560083,87.553265,PM2.5,30,40,35
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","10-10-2025 22:00:00",25.560083,87.553265,SO2,12,25,16
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","10-10-2025 22:00:00",26.0881305,87.93840336,NO2,7,8,7
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","10-10-2025 22:00:00",24.792403,84.992416,PM2.5,13,147,44
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","10-10-2025 22:00:00",24.792403,84.992416,PM10,95,203,144
