value,parameter.name,parameter.units,period.datetimeFrom.utc
213.5,pm25,µg/m³,2016-11-11T10:00:00Z
213.5,pm25,µg/m³,2016-11-11T10:15:00Z
213.5,pm25,µg/m³,2016-11-11T10:30:00Z
211.4,pm25,µg/m³,2016-11-11T10:45:00Z
211.3,pm25,µg/m³,2016-11-11T11:00:00Z
211.3,pm25,µg/m³,2016-11-11T11:15:00Z
211.3,pm25,µg/m³,2016-11-11T11:30:00Z
244.3,pm25,µg/m³,2016-11-11T11:45:00Z
245.9,pm25,µg/m³,2016-11-11T12:00:00Z
245.9,pm25,µg/m³,2016-11-11T12:15:00Z
245.9,pm25,µg/m³,2016-11-11T12:30:00Z
256.9,pm25,µg/m³,2016-11-11T12:45:00Z
257.4,pm25,µg/m³,2016-11-11T13:00:00Z
257.4,pm25,µg/m³,2016-11-11T13:15:00Z
257.4,pm25,µg/m³,2016-11-11T13:30:00Z
399.4,pm25,µg/m³,2016-11-11T13:45:00Z
406.3,pm25,µg/m³,2016-11-11T14:00:00Z
406.3,pm25,µg/m³,2016-11-11T14:15:00Z
406.3,pm25,µg/m³,2016-11-11T14:30:00Z
481.7,pm25,µg/m³,2016-11-11T14:45:00Z
485.3,pm25,µg/m³,2016-11-11T15:00:00Z
485.3,pm25,µg/m³,2016-11-11T15:15:00Z
515.7,pm25,µg/m³,2016-11-11T16:30:00Z
531.1,pm25,µg/m³,2016-11-11T16:45:00Z
531.8,pm25,µg/m³,2016-11-11T17:00:00Z
531.8,pm25,µg/m³,2016-11-11T17:15:00Z
329.3,pm25,µg/m³,2016-11-11T17:30:00Z
519.9,pm25,µg/m³,2016-11-11T17:45:00Z
519.3,pm25,µg/m³,2016-11-11T18:00:00Z
519.3,pm25,µg/m³,2016-11-11T18:15:00Z
519.3,pm25,µg/m³,2016-11-11T18:30:00Z
500.9,pm25,µg/m³,2016-11-11T18:45:00Z
500.0,pm25,µg/m³,2016-11-11T19:00:00Z
500.0,pm25,µg/m³,2016-11-11T19:15:00Z
500.0,pm25,µg/m³,2016-11-11T19:30:00Z
531.6,pm25,µg/m³,2016-11-11T19:45:00Z
533.2,pm25,µg/m³,2016-11-11T20:00:00Z
533.2,pm25,µg/m³,2016-11-11T20:15:00Z
533.2,pm25,µg/m³,2016-11-11T20:30:00Z
415.8,pm25,µg/m³,2016-11-11T20:45:00Z
410.2,pm25,µg/m³,2016-11-11T21:00:00Z
410.2,pm25,µg/m³,2016-11-11T21:15:00Z
410.2,pm25,µg/m³,2016-11-11T21:30:00Z
391.8,pm25,µg/m³,2016-11-11T21:45:00Z
390.9,pm25,µg/m³,2016-11-11T22:00:00Z
390.9,pm25,µg/m³,2016-11-11T22:15:00Z
390.9,pm25,µg/m³,2016-11-11T22:30:00Z
365.0,pm25,µg/m³,2016-11-11T22:45:00Z
363.8,pm25,µg/m³,2016-11-11T23:00:00Z
363.8,pm25,µg/m³,2016-11-11T23:15:00Z
363.8,pm25,µg/m³,2016-11-11T23:30:00Z
368.7,pm25,µg/m³,2016-11-11T23:45:00Z
368.9,pm25,µg/m³,2016-11-12T00:00:00Z
368.9,pm25,µg/m³,2016-11-12T00:15:00Z
368.9,pm25,µg/m³,2016-11-12T00:30:00Z
365.5,pm25,µg/m³,2016-11-12T00:45:00Z
365.3,pm25,µg/m³,2016-11-12T01:00:00Z
365.3,pm25,µg/m³,2016-11-12T01:15:00Z
365.3,pm25,µg/m³,2016-11-12T01:30:00Z
376.8,pm25,µg/m³,2016-11-12T01:45:00Z
377.4,pm25,µg/m³,2016-11-12T02:00:00Z
377.4,pm25,µg/m³,2016-11-12T02:15:00Z
377.4,pm25,µg/m³,2016-11-12T02:30:00Z
453.8,pm25,µg/m³,2016-11-12T02:45:00Z
457.5,pm25,µg/m³,2016-11-12T03:00:00Z
457.5,pm25,µg/m³,2016-11-12T03:15:00Z
457.5,pm25,µg/m³,2016-11-12T03:30:00Z
318.6,pm25,µg/m³,2016-11-12T03:45:00Z
221.1,pm25,µg/m³,2016-11-12T04:45:00Z
216.7,pm25,µg/m³,2016-11-12T05:15:00Z
216.7,pm25,µg/m³,2016-11-12T05:30:00Z
213.3,pm25,µg/m³,2016-11-12T05:45:00Z
213.1,pm25,µg/m³,2016-11-12T06:00:00Z
213.1,pm25,µg/m³,2016-11-12T06:15:00Z
213.1,pm25,µg/m³,2016-11-12T06:30:00Z
196.7,pm25,µg/m³,2016-11-12T06:45:00Z
195.9,pm25,µg/m³,2016-11-12T07:00:00Z
195.9,pm25,µg/m³,2016-11-12T07:15:00Z
195.9,pm25,µg/m³,2016-11-12T07:30:00Z
220.2,pm25,µg/m³,2016-11-12T07:45:00Z
221.7,pm25,µg/m³,2016-11-12T08:00:00Z
221.7,pm25,µg/m³,2016-11-12T08:15:00Z
221.7,pm25,µg/m³,2016-11-12T08:30:00Z
181.1,pm25,µg/m³,2016-11-12T08:45:00Z
179.2,pm25,µg/m³,2016-11-12T09:00:00Z
179.2,pm25,µg/m³,2016-11-12T09:15:00Z
179.2,pm25,µg/m³,2016-11-12T09:30:00Z
212.9,pm25,µg/m³,2016-11-12T09:45:00Z
214.5,pm25,µg/m³,2016-11-12T10:00:00Z
214.5,pm25,µg/m³,2016-11-12T10:15:00Z
214.5,pm25,µg/m³,2016-11-12T10:30:00Z
229.8,pm25,µg/m³,2016-11-12T10:45:00Z
230.5,pm25,µg/m³,2016-11-12T11:00:00Z
230.5,pm25,µg/m³,2016-11-12T11:15:00Z
230.5,pm25,µg/m³,2016-11-12T11:30:00Z
251.0,pm25,µg/m³,2016-11-12T11:45:00Z
252.0,pm25,µg/m³,2016-11-12T12:00:00Z
252.0,pm25,µg/m³,2016-11-12T12:15:00Z
252.0,pm25,µg/m³,2016-11-12T12:30:00Z
242.6,pm25,µg/m³,2016-11-12T12:45:00Z
242.1,pm25,µg/m³,2016-11-12T13:00:00Z
242.1,pm25,µg/m³,2016-11-12T13:15:00Z
242.1,pm25,µg/m³,2016-11-12T13:30:00Z
293.0,pm25,µg/m³,2016-11-12T13:45:00Z
295.5,pm25,µg/m³,2016-11-12T14:00:00Z
295.5,pm25,µg/m³,2016-11-12T14:15:00Z
295.5,pm25,µg/m³,2016-11-12T14:30:00Z
429.7,pm25,µg/m³,2016-11-12T14:45:00Z
435.7,pm25,µg/m³,2016-11-12T15:45:00Z
435.7,pm25,µg/m³,2016-11-12T16:00:00Z
435.7,pm25,µg/m³,2016-11-12T16:15:00Z
435.7,pm25,µg/m³,2016-11-12T16:30:00Z
334.2,pm25,µg/m³,2016-11-12T16:45:00Z
329.3,pm25,µg/m³,2016-11-12T17:00:00Z
329.3,pm25,µg/m³,2016-11-12T17:15:00Z
322.9,pm25,µg/m³,2016-11-12T17:30:00Z
337.1,pm25,µg/m³,2016-11-12T17:45:00Z
337.5,pm25,µg/m³,2016-11-12T18:00:00Z
337.5,pm25,µg/m³,2016-11-12T18:15:00Z
337.5,pm25,µg/m³,2016-11-12T18:30:00Z
338.8,pm25,µg/m³,2016-11-12T18:45:00Z
338.9,pm25,µg/m³,2016-11-12T19:15:00Z
338.9,pm25,µg/m³,2016-11-12T19:30:00Z
282.3,pm25,µg/m³,2016-11-12T19:45:00Z
279.6,pm25,µg/m³,2016-11-12T20:00:00Z
279.6,pm25,µg/m³,2016-11-12T20:15:00Z
279.6,pm25,µg/m³,2016-11-12T20:30:00Z
306.3,pm25,µg/m³,2016-11-12T20:45:00Z
307.6,pm25,µg/m³,2016-11-12T21:00:00Z
307.6,pm25,µg/m³,2016-11-12T21:15:00Z
307.6,pm25,µg/m³,2016-11-12T21:30:00Z
348.9,pm25,µg/m³,2016-11-12T21:45:00Z
350.9,pm25,µg/m³,2016-11-12T22:00:00Z
350.9,pm25,µg/m³,2016-11-12T22:15:00Z
350.9,pm25,µg/m³,2016-11-12T22:30:00Z
290.5,pm25,µg/m³,2016-11-12T22:45:00Z
287.6,pm25,µg/m³,2016-11-12T23:00:00Z
287.6,pm25,µg/m³,2016-11-12T23:15:00Z
287.6,pm25,µg/m³,2016-11-12T23:30:00Z
248.8,pm25,µg/m³,2016-11-12T23:45:00Z
247.0,pm25,µg/m³,2016-11-13T00:00:00Z
247.0,pm25,µg/m³,2016-11-13T00:15:00Z
247.0,pm25,µg/m³,2016-11-13T00:30:00Z
229.2,pm25,µg/m³,2016-11-13T00:45:00Z
228.4,pm25,µg/m³,2016-11-13T01:00:00Z
228.4,pm25,µg/m³,2016-11-13T01:15:00Z
228.4,pm25,µg/m³,2016-11-13T01:30:00Z
243.5,pm25,µg/m³,2016-11-13T01:45:00Z
244.2,pm25,µg/m³,2016-11-13T02:00:00Z
244.2,pm25,µg/m³,2016-11-13T02:15:00Z
244.2,pm25,µg/m³,2016-11-13T02:30:00Z
223.8,pm25,µg/m³,2016-11-13T02:45:00Z
222.8,pm25,µg/m³,2016-11-13T03:00:00Z
245.0,pm25,µg/m³,2016-11-13T04:00:00Z
245.0,pm25,µg/m³,2016-11-13T04:15:00Z
245.0,pm25,µg/m³,2016-11-13T04:30:00Z
254.4,pm25,µg/m³,2016-11-13T04:45:00Z
254.9,pm25,µg/m³,2016-11-13T05:00:00Z
254.9,pm25,µg/m³,2016-11-13T05:15:00Z
254.9,pm25,µg/m³,2016-11-13T05:30:00Z
175.4,pm25,µg/m³,2016-11-13T05:45:00Z
171.6,pm25,µg/m³,2016-11-13T06:00:00Z
171.6,pm25,µg/m³,2016-11-13T06:15:00Z
171.6,pm25,µg/m³,2016-11-13T06:30:00Z
147.9,pm25,µg/m³,2016-11-13T06:45:00Z
146.8,pm25,µg/m³,2016-11-13T07:00:00Z
146.8,pm25,µg/m³,2016-11-13T07:15:00Z
146.8,pm25,µg/m³,2016-11-13T07:30:00Z
124.6,pm25,µg/m³,2016-11-13T07:45:00Z
123.5,pm25,µg/m³,2016-11-13T08:00:00Z
123.5,pm25,µg/m³,2016-11-13T08:15:00Z
123.5,pm25,µg/m³,2016-11-13T08:30:00Z
101.7,pm25,µg/m³,2016-11-13T08:45:00Z
100.6,pm25,µg/m³,2016-11-13T09:00:00Z
100.6,pm25,µg/m³,2016-11-13T09:15:00Z
100.6,pm25,µg/m³,2016-11-13T09:30:00Z
82.9,pm25,µg/m³,2016-11-13T09:45:00Z
82.1,pm25,µg/m³,2016-11-13T10:00:00Z
82.1,pm25,µg/m³,2016-11-13T10:15:00Z
89.7,pm25,µg/m³,2016-11-13T10:45:00Z
90.1,pm25,µg/m³,2016-11-13T11:00:00Z
90.1,pm25,µg/m³,2016-11-13T11:15:00Z
90.1,pm25,µg/m³,2016-11-13T11:30:00Z
93.4,pm25,µg/m³,2016-11-13T11:45:00Z
93.6,pm25,µg/m³,2016-11-13T12:00:00Z
93.6,pm25,µg/m³,2016-11-13T12:15:00Z
93.6,pm25,µg/m³,2016-11-13T12:30:00Z
125.8,pm25,µg/m³,2016-11-13T12:45:00Z
127.3,pm25,µg/m³,2016-11-13T13:00:00Z
127.3,pm25,µg/m³,2016-11-13T13:30:00Z
200.8,pm25,µg/m³,2016-11-13T14:15:00Z
300.4,pm25,µg/m³,2016-11-13T15:30:00Z
293.5,pm25,µg/m³,2016-11-13T15:45:00Z
293.2,pm25,µg/m³,2016-11-13T16:00:00Z
293.2,pm25,µg/m³,2016-11-13T16:15:00Z
293.2,pm25,µg/m³,2016-11-13T16:30:00Z
321.5,pm25,µg/m³,2016-11-13T16:45:00Z
322.9,pm25,µg/m³,2016-11-13T17:00:00Z
322.9,pm25,µg/m³,2016-11-13T17:15:00Z
259.3,pm25,µg/m³,2016-11-13T17:30:00Z
348.9,pm25,µg/m³,2016-11-13T17:45:00Z
350.2,pm25,µg/m³,2016-11-13T18:30:00Z
356.1,pm25,µg/m³,2016-11-13T18:45:00Z
356.4,pm25,µg/m³,2016-11-13T19:00:00Z
356.4,pm25,µg/m³,2016-11-13T19:15:00Z
370.7,pm25,µg/m³,2016-11-13T19:45:00Z
371.4,pm25,µg/m³,2016-11-13T20:00:00Z
371.4,pm25,µg/m³,2016-11-13T20:15:00Z
371.4,pm25,µg/m³,2016-11-13T20:30:00Z
308.6,pm25,µg/m³,2016-11-13T20:45:00Z
305.6,pm25,µg/m³,2016-11-13T21:00:00Z
305.6,pm25,µg/m³,2016-11-13T21:15:00Z
305.6,pm25,µg/m³,2016-11-13T21:30:00Z
253.3,pm25,µg/m³,2016-11-13T21:45:00Z
250.8,pm25,µg/m³,2016-11-13T22:00:00Z
250.8,pm25,µg/m³,2016-11-13T22:15:00Z
250.8,pm25,µg/m³,2016-11-13T22:30:00Z
235.8,pm25,µg/m³,2016-11-13T22:45:00Z
235.1,pm25,µg/m³,2016-11-13T23:00:00Z
235.1,pm25,µg/m³,2016-11-13T23:15:00Z
235.1,pm25,µg/m³,2016-11-13T23:30:00Z
223.8,pm25,µg/m³,2016-11-13T23:45:00Z
223.3,pm25,µg/m³,2016-11-14T00:00:00Z
223.3,pm25,µg/m³,2016-11-14T00:15:00Z
223.3,pm25,µg/m³,2016-11-14T00:30:00Z
222.8,pm25,µg/m³,2016-11-14T00:45:00Z
222.8,pm25,µg/m³,2016-11-14T01:00:00Z
222.8,pm25,µg/m³,2016-11-14T01:15:00Z
222.8,pm25,µg/m³,2016-11-14T01:30:00Z
238.1,pm25,µg/m³,2016-11-14T01:45:00Z
238.9,pm25,µg/m³,2016-11-14T02:00:00Z
238.9,pm25,µg/m³,2016-11-14T02:15:00Z
238.9,pm25,µg/m³,2016-11-14T02:30:00Z
369.3,pm25,µg/m³,2016-11-14T02:45:00Z
375.5,pm25,µg/m³,2016-11-14T03:00:00Z
375.5,pm25,µg/m³,2016-11-14T03:15:00Z
375.5,pm25,µg/m³,2016-11-14T03:30:00Z
393.6,pm25,µg/m³,2016-11-14T03:45:00Z
394.5,pm25,µg/m³,2016-11-14T04:00:00Z
394.5,pm25,µg/m³,2016-11-14T04:15:00Z
394.5,pm25,µg/m³,2016-11-14T04:30:00Z
340.4,pm25,µg/m³,2016-11-14T05:30:00Z
269.1,pm25,µg/m³,2016-11-14T05:45:00Z
265.7,pm25,µg/m³,2016-11-14T06:00:00Z
265.7,pm25,µg/m³,2016-11-14T06:15:00Z
265.7,pm25,µg/m³,2016-11-14T06:30:00Z
216.6,pm25,µg/m³,2016-11-14T06:45:00Z
214.2,pm25,µg/m³,2016-11-14T07:00:00Z
214.2,pm25,µg/m³,2016-11-14T07:15:00Z
214.2,pm25,µg/m³,2016-11-14T07:30:00Z
137.8,pm25,µg/m³,2016-11-14T07:45:00Z
134.2,pm25,µg/m³,2016-11-14T08:00:00Z
134.2,pm25,µg/m³,2016-11-14T08:15:00Z
134.2,pm25,µg/m³,2016-11-14T08:30:00Z
109.8,pm25,µg/m³,2016-11-14T08:45:00Z
108.7,pm25,µg/m³,2016-11-14T09:00:00Z
108.7,pm25,µg/m³,2016-11-14T09:15:00Z
108.7,pm25,µg/m³,2016-11-14T09:30:00Z
100.6,pm25,µg/m³,2016-11-14T09:45:00Z
100.2,pm25,µg/m³,2016-11-14T10:00:00Z
100.2,pm25,µg/m³,2016-11-14T10:15:00Z
100.2,pm25,µg/m³,2016-11-14T10:30:00Z
90.4,pm25,µg/m³,2016-11-14T10:45:00Z
89.9,pm25,µg/m³,2016-11-14T11:00:00Z
89.9,pm25,µg/m³,2016-11-14T11:15:00Z
89.9,pm25,µg/m³,2016-11-14T11:30:00Z
91.1,pm25,µg/m³,2016-11-14T11:45:00Z
91.2,pm25,µg/m³,2016-11-14T12:00:00Z
91.2,pm25,µg/m³,2016-11-14T12:30:00Z
104.9,pm25,µg/m³,2016-11-14T12:45:00Z
105.6,pm25,µg/m³,2016-11-14T13:00:00Z
105.6,pm25,µg/m³,2016-11-14T13:15:00Z
105.6,pm25,µg/m³,2016-11-14T13:30:00Z
132.1,pm25,µg/m³,2016-11-14T13:45:00Z
133.4,pm25,µg/m³,2016-11-14T14:00:00Z
133.4,pm25,µg/m³,2016-11-14T14:15:00Z
133.4,pm25,µg/m³,2016-11-14T14:30:00Z
159.7,pm25,µg/m³,2016-11-14T14:45:00Z
161.0,pm25,µg/m³,2016-11-14T15:00:00Z
161.0,pm25,µg/m³,2016-11-14T15:15:00Z
161.0,pm25,µg/m³,2016-11-14T15:30:00Z
255.9,pm25,µg/m³,2016-11-14T15:45:00Z
260.4,pm25,µg/m³,2016-11-14T16:00:00Z
260.4,pm25,µg/m³,2016-11-14T16:15:00Z
260.4,pm25,µg/m³,2016-11-14T16:30:00Z
259.3,pm25,µg/m³,2016-11-14T16:45:00Z
259.3,pm25,µg/m³,2016-11-14T17:00:00Z
259.3,pm25,µg/m³,2016-11-14T17:15:00Z
479.7,pm25,µg/m³,2016-11-14T17:30:00Z
259.3,pm25,µg/m³,2016-11-14T17:45:00Z
232.7,pm25,µg/m³,2016-11-14T18:45:00Z
232.7,pm25,µg/m³,2016-11-14T19:00:00Z
232.7,pm25,µg/m³,2016-11-14T19:15:00Z
232.7,pm25,µg/m³,2016-11-14T19:30:00Z
256.0,pm25,µg/m³,2016-11-14T19:45:00Z
257.1,pm25,µg/m³,2016-11-14T20:00:00Z
257.1,pm25,µg/m³,2016-11-14T20:15:00Z
257.1,pm25,µg/m³,2016-11-14T20:30:00Z
298.7,pm25,µg/m³,2016-11-14T20:45:00Z
300.7,pm25,µg/m³,2016-11-14T21:00:00Z
300.7,pm25,µg/m³,2016-11-14T21:15:00Z
300.7,pm25,µg/m³,2016-11-14T21:30:00Z
326.2,pm25,µg/m³,2016-11-14T21:45:00Z
327.4,pm25,µg/m³,2016-11-14T22:00:00Z
327.4,pm25,µg/m³,2016-11-14T22:15:00Z
327.4,pm25,µg/m³,2016-11-14T22:30:00Z
357.7,pm25,µg/m³,2016-11-14T22:45:00Z
359.2,pm25,µg/m³,2016-11-14T23:00:00Z
359.2,pm25,µg/m³,2016-11-14T23:15:00Z
364.2,pm25,µg/m³,2016-11-14T23:45:00Z
364.5,pm25,µg/m³,2016-11-15T00:00:00Z
364.5,pm25,µg/m³,2016-11-15T00:15:00Z
364.5,pm25,µg/m³,2016-11-15T00:30:00Z
385.2,pm25,µg/m³,2016-11-15T00:45:00Z
386.2,pm25,µg/m³,2016-11-15T01:00:00Z
386.2,pm25,µg/m³,2016-11-15T01:15:00Z
386.2,pm25,µg/m³,2016-11-15T01:30:00Z
543.7,pm25,µg/m³,2016-11-15T01:45:00Z
551.2,pm25,µg/m³,2016-11-15T02:00:00Z
551.2,pm25,µg/m³,2016-11-15T02:15:00Z
551.2,pm25,µg/m³,2016-11-15T02:30:00Z
535.7,pm25,µg/m³,2016-11-15T02:45:00Z
535.0,pm25,µg/m³,2016-11-15T03:00:00Z
535.0,pm25,µg/m³,2016-11-15T03:15:00Z
535.0,pm25,µg/m³,2016-11-15T03:30:00Z
442.0,pm25,µg/m³,2016-11-15T03:45:00Z
437.6,pm25,µg/m³,2016-11-15T04:00:00Z
437.6,pm25,µg/m³,2016-11-15T04:15:00Z
437.6,pm25,µg/m³,2016-11-15T04:30:00Z
437.6,pm25,µg/m³,2016-11-15T04:45:00Z
257.0,pm25,µg/m³,2016-11-15T05:45:00Z
257.0,pm25,µg/m³,2016-11-15T06:00:00Z
257.0,pm25,µg/m³,2016-11-15T06:15:00Z
257.0,pm25,µg/m³,2016-11-15T06:30:00Z
198.1,pm25,µg/m³,2016-11-15T06:45:00Z
195.3,pm25,µg/m³,2016-11-15T07:00:00Z
195.3,pm25,µg/m³,2016-11-15T07:15:00Z
195.3,pm25,µg/m³,2016-11-15T07:30:00Z
150.7,pm25,µg/m³,2016-11-15T07:45:00Z
148.6,pm25,µg/m³,2016-11-15T08:00:00Z
148.6,pm25,µg/m³,2016-11-15T08:15:00Z
148.6,pm25,µg/m³,2016-11-15T08:30:00Z
116.5,pm25,µg/m³,2016-11-15T08:45:00Z
115.0,pm25,µg/m³,2016-11-15T09:00:00Z
115.0,pm25,µg/m³,2016-11-15T09:15:00Z
115.0,pm25,µg/m³,2016-11-15T09:30:00Z
123.8,pm25,µg/m³,2016-11-15T09:45:00Z
124.2,pm25,µg/m³,2016-11-15T10:00:00Z
124.2,pm25,µg/m³,2016-11-15T10:15:00Z
124.2,pm25,µg/m³,2016-11-15T10:30:00Z
124.2,pm25,µg/m³,2016-11-15T10:45:00Z
177.0,pm25,µg/m³,2016-11-15T11:45:00Z
177.0,pm25,µg/m³,2016-11-15T12:00:00Z
177.0,pm25,µg/m³,2016-11-15T12:15:00Z
177.0,pm25,µg/m³,2016-11-15T12:30:00Z
229.8,pm25,µg/m³,2016-11-15T12:45:00Z
232.3,pm25,µg/m³,2016-11-15T13:00:00Z
232.3,pm25,µg/m³,2016-11-15T13:15:00Z
232.3,pm25,µg/m³,2016-11-15T13:30:00Z
260.9,pm25,µg/m³,2016-11-15T13:45:00Z
261.9,pm25,µg/m³,2016-11-15T14:00:00Z
261.9,pm25,µg/m³,2016-11-15T14:15:00Z
261.9,pm25,µg/m³,2016-11-15T14:30:00Z
336.7,pm25,µg/m³,2016-11-15T14:45:00Z
340.3,pm25,µg/m³,2016-11-15T15:00:00Z
340.3,pm25,µg/m³,2016-11-15T15:15:00Z
340.3,pm25,µg/m³,2016-11-15T15:30:00Z
407.4,pm25,µg/m³,2016-11-15T15:45:00Z
410.6,pm25,µg/m³,2016-11-15T16:00:00Z
410.6,pm25,µg/m³,2016-11-15T16:15:00Z
410.6,pm25,µg/m³,2016-11-15T16:30:00Z
476.5,pm25,µg/m³,2016-11-15T16:45:00Z
479.7,pm25,µg/m³,2016-11-15T17:00:00Z
479.7,pm25,µg/m³,2016-11-15T17:15:00Z
412.8,pm25,µg/m³,2016-11-15T17:30:00Z
479.7,pm25,µg/m³,2016-11-15T17:45:00Z
492.6,pm25,µg/m³,2016-11-15T19:45:00Z
492.6,pm25,µg/m³,2016-11-15T20:00:00Z
492.6,pm25,µg/m³,2016-11-15T20:15:00Z
492.6,pm25,µg/m³,2016-11-15T20:30:00Z
405.4,pm25,µg/m³,2016-11-15T20:45:00Z
401.3,pm25,µg/m³,2016-11-15T21:00:00Z
401.3,pm25,µg/m³,2016-11-15T21:15:00Z
401.3,pm25,µg/m³,2016-11-15T21:30:00Z
355.9,pm25,µg/m³,2016-11-15T21:45:00Z
353.7,pm25,µg/m³,2016-11-15T22:00:00Z
353.7,pm25,µg/m³,2016-11-15T22:15:00Z
353.7,pm25,µg/m³,2016-11-15T22:30:00Z
371.6,pm25,µg/m³,2016-11-15T22:45:00Z
372.5,pm25,µg/m³,2016-11-15T23:00:00Z
372.5,pm25,µg/m³,2016-11-15T23:15:00Z
372.5,pm25,µg/m³,2016-11-15T23:30:00Z
423.1,pm25,µg/m³,2016-11-15T23:45:00Z
425.5,pm25,µg/m³,2016-11-16T00:00:00Z
425.5,pm25,µg/m³,2016-11-16T00:15:00Z
425.5,pm25,µg/m³,2016-11-16T00:30:00Z
453.1,pm25,µg/m³,2016-11-16T00:45:00Z
454.4,pm25,µg/m³,2016-11-16T01:00:00Z
454.4,pm25,µg/m³,2016-11-16T01:15:00Z
454.4,pm25,µg/m³,2016-11-16T01:30:00Z
454.4,pm25,µg/m³,2016-11-16T01:45:00Z
427.3,pm25,µg/m³,2016-11-16T02:45:00Z
427.3,pm25,µg/m³,2016-11-16T03:00:00Z
427.3,pm25,µg/m³,2016-11-16T03:15:00Z
427.3,pm25,µg/m³,2016-11-16T03:30:00Z
316.4,pm25,µg/m³,2016-11-16T03:45:00Z
311.1,pm25,µg/m³,2016-11-16T04:00:00Z
311.1,pm25,µg/m³,2016-11-16T04:15:00Z
311.1,pm25,µg/m³,2016-11-16T04:30:00Z
310.4,pm25,µg/m³,2016-11-16T04:45:00Z
310.3,pm25,µg/m³,2016-11-16T05:00:00Z
310.3,pm25,µg/m³,2016-11-16T05:15:00Z
310.3,pm25,µg/m³,2016-11-16T05:30:00Z
266.7,pm25,µg/m³,2016-11-16T05:45:00Z
264.6,pm25,µg/m³,2016-11-16T06:00:00Z
264.6,pm25,µg/m³,2016-11-16T06:15:00Z
264.6,pm25,µg/m³,2016-11-16T06:30:00Z
264.6,pm25,µg/m³,2016-11-16T06:45:00Z
98.5,pm25,µg/m³,2016-11-16T08:45:00Z
98.5,pm25,µg/m³,2016-11-16T09:00:00Z
98.5,pm25,µg/m³,2016-11-16T09:15:00Z
98.5,pm25,µg/m³,2016-11-16T09:30:00Z
95.2,pm25,µg/m³,2016-11-16T09:45:00Z
95.0,pm25,µg/m³,2016-11-16T10:00:00Z
95.0,pm25,µg/m³,2016-11-16T10:15:00Z
95.0,pm25,µg/m³,2016-11-16T10:30:00Z
95.0,pm25,µg/m³,2016-11-16T10:45:00Z
439.8,pm25,µg/m³,2016-11-16T13:45:00Z
439.8,pm25,µg/m³,2016-11-16T14:00:00Z
439.8,pm25,µg/m³,2016-11-16T14:15:00Z
439.8,pm25,µg/m³,2016-11-16T14:30:00Z
364.2,pm25,µg/m³,2016-11-16T14:45:00Z
360.6,pm25,µg/m³,2016-11-16T15:00:00Z
360.6,pm25,µg/m³,2016-11-16T15:15:00Z
360.6,pm25,µg/m³,2016-11-16T15:30:00Z
411.8,pm25,µg/m³,2016-11-16T15:45:00Z
414.3,pm25,µg/m³,2016-11-16T16:00:00Z
414.3,pm25,µg/m³,2016-11-16T16:15:00Z
414.3,pm25,µg/m³,2016-11-16T16:30:00Z
412.9,pm25,µg/m³,2016-11-16T16:45:00Z
412.8,pm25,µg/m³,2016-11-16T17:00:00Z
412.8,pm25,µg/m³,2016-11-16T17:15:00Z
412.8,pm25,µg/m³,2016-11-16T17:45:00Z
499.0,pm25,µg/m³,2016-11-16T21:45:00Z
499.0,pm25,µg/m³,2016-11-16T22:00:00Z
499.0,pm25,µg/m³,2016-11-16T22:15:00Z
499.0,pm25,µg/m³,2016-11-16T22:30:00Z
400.9,pm25,µg/m³,2016-11-16T22:45:00Z
396.2,pm25,µg/m³,2016-11-16T23:15:00Z
396.2,pm25,µg/m³,2016-11-16T23:30:00Z
396.2,pm25,µg/m³,2016-11-16T23:45:00Z
110.8,pm25,µg/m³,2016-11-17T07:45:00Z
110.8,pm25,µg/m³,2016-11-17T08:00:00Z
110.8,pm25,µg/m³,2016-11-17T08:15:00Z
110.8,pm25,µg/m³,2016-11-17T08:30:00Z
110.8,pm25,µg/m³,2016-11-17T08:45:00Z
267.0,pm25,µg/m³,2016-11-17T13:45:00Z
267.0,pm25,µg/m³,2016-11-17T14:00:00Z
267.0,pm25,µg/m³,2016-11-17T14:15:00Z
267.0,pm25,µg/m³,2016-11-17T14:30:00Z
312.1,pm25,µg/m³,2016-11-17T14:45:00Z
314.3,pm25,µg/m³,2016-11-17T15:00:00Z
314.3,pm25,µg/m³,2016-11-17T15:15:00Z
314.3,pm25,µg/m³,2016-11-17T15:30:00Z
370.2,pm25,µg/m³,2016-11-17T15:45:00Z
372.9,pm25,µg/m³,2016-11-17T16:00:00Z
372.9,pm25,µg/m³,2016-11-17T16:15:00Z
372.9,pm25,µg/m³,2016-11-17T16:30:00Z
372.9,pm25,µg/m³,2016-11-17T16:45:00Z
273.5,pm25,µg/m³,2016-11-17T17:45:00Z
273.5,pm25,µg/m³,2016-11-17T18:00:00Z
273.5,pm25,µg/m³,2016-11-17T18:15:00Z
273.5,pm25,µg/m³,2016-11-17T18:30:00Z
273.5,pm25,µg/m³,2016-11-17T18:45:00Z
310.0,pm25,µg/m³,2016-11-17T22:45:00Z
310.0,pm25,µg/m³,2016-11-17T23:15:00Z
310.0,pm25,µg/m³,2016-11-17T23:30:00Z
315.0,pm25,µg/m³,2016-11-17T23:45:00Z
315.2,pm25,µg/m³,2016-11-18T00:00:00Z
315.2,pm25,µg/m³,2016-11-18T00:15:00Z
315.2,pm25,µg/m³,2016-11-18T00:30:00Z
